caseNo,usVol,usPg,n_docs,action_code,term,caseId,caseName,nytSalience,cqSalience,voteMargin,n,unanimous,n_cases
469_38,469,38,17,100;800;100;800;660;400;410;110;300;310;400;430;300;300;300;610;300,1984,1984-005,LUCE v. UNITED STATES,FALSE,FALSE,8,1,FALSE,1
469_45,469,45,16,300;300;400;410;300;300;300;400;300;100;800;100;100;800;300;300,1984,1984-006,UNITED STATES v. ABEL,FALSE,FALSE,9,1,TRUE,1
469_57,469,57,17,311;311;120;120;311;300;300;400;300;300;300;300;100;100;100;300;300,1984,1984-007,UNITED STATES v. POWELL,FALSE,FALSE,9,1,TRUE,1
469_70,469,70,27,300;622;311;300;502;311;400;450;400;502;202;300;400;300;100;100;800;100;100;100;203;400;203;120;120;120;300,1984,1984-008,GARCIA et al. v. UNITED STATES,FALSE,FALSE,3,1,FALSE,1
469_111,469,111,11,300;300;300;300;300;100;100;660;300;300;300,1984,1984-011,"TRANS WORLD AIRLINES, INC. v. THURSTON et al.",FALSE,FALSE,9,1,TRUE,1
469_131,469,131,21,622;311;620;320;400;300;300;502;300;300;610;610;100;800;100;100;300;203;203;120;120,1984,1984-012,PAULSEN et ux. v. COMMISSIONER OF INTERNAL REVENUE,FALSE,FALSE,4,1,FALSE,1
469_153,469,153,19,910;300;622;502;311;203;203;120;120;502;311;502;311;300;300;100;100;100;300,1984,1984-013,"MILLS MUSIC, INC. v. SNYDER et al.",FALSE,FALSE,1,1,FALSE,1
469_189,469,189,19,300;300;300;510;300;300;400;300;300;400;205;400;400;120;100;800;100;800;100,1984,1984-014,"PARK 'N FLY, INC. v. DOLLAR PARK AND FLY, INC.",FALSE,FALSE,7,1,FALSE,1
469_221,469,221,29,300;320;814;814;110;410;400;450;300;300;202;300;300;410;400;300;300;300;410;400;300;100;800;100;800;800;100;100;100,1984,1984-015,UNITED STATES v. HENSLEY,TRUE,FALSE,9,1,TRUE,1
469_238,469,238,10,300;300;300;300;300;300;300;300;101;101,1984,1984-016,"BOARD OF LICENSE COMMISSIONERS OF THE TOWN OF TIVERTON v. PASTORE, LIQUOR CONTROL ADMINISTRATOR OF RHODE ISLAND, et al.",FALSE,FALSE,9,1,TRUE,1
469_241,469,241,33,100;800;200;100;100;400;814;802;110;110;110;110;300;400;300;310;300;430;400;302;324;450;430;300;310;310;300;300;430;502;324;300;310,1984,1984-017,"UNITED STATES v. BOYLE, EXECUTOR OF THE ESTATE OF BOYLE",FALSE,FALSE,9,1,TRUE,1
469_256,469,256,16,120;910;311;300;300;100;100;300;300;300;203;120;120;502;311;300,1984,1984-018,LAWRENCE COUNTY et al. v. LEAD-DEADWOOD SCHOOL DISTRICT NO. 40-1,FALSE,FALSE,5,1,FALSE,1
469_274,469,274,13,300;300;100;810;100;300;300;300;300;300;300;202;110,1984,1984-019,"OHIO v. KOVACS, DBA B & W ENTERPRISES et al.",FALSE,FALSE,9,1,TRUE,1
469_287,469,287,31,120;120;311;300;300;300;430;300;100;200;100;100;100;300;400;510;300;400;430;410;400;410;300;300;400;202;111;111;710;300;450,1984,1984-020,"ALEXANDER, GOVERNOR OF TENNESSEE, et al. v. CHOATE et al.",FALSE,FALSE,9,1,TRUE,1
469_310,469,310,16,311;120;120;120;311;311;300;300;300;100;100;300;300;300;300;300,1984,1984-021,"TIFFANY FINE ARTS, INC., et al. v. UNITED STATES et al.",FALSE,FALSE,9,1,TRUE,1
469_325,469,325,32,300;622;203;203;120;120;120;130;100;100;100;100;100;502;311;311;111;111;202;400;110;110;300;205;120;120;120;120;130;300;310;440,1984,1984-022,NEW JERSEY v. T. L. O.,TRUE,FALSE,3,1,FALSE,1
469_387,469,387,32,650;120;120;200;100;800;800;100;800;100;230;100;230;660;502;300;300;300;400;400;430;300;203;203;120;120;300;400;400;410;441;300,1984,1984-023,"EVITTS, SUPERINTENDENT, BLACKBURN CORRECTIONAL COMPLEX, et al. v. LUCEY",FALSE,FALSE,5,1,FALSE,1
469_412,469,412,21,300;203;203;120;803;120;300;502;311;300;660;300;100;100;100;100;100;660;502;111;300,1984,1984-024,"WAINWRIGHT, SECRETARY, FLORIDA DEPARTMENT OF CORRECTIONS v. WITT",FALSE,FALSE,5,1,FALSE,1
469_464,469,464,17,320;400;202;302;300;300;300;300;300;203;120;120;100;800;100;100;300,1984,1984-025,"BRANDON et al. v. HOLT, DIRECTOR OF POLICE FOR THE CITY OF MEMPHIS, et al.",FALSE,FALSE,7,1,FALSE,1
469_478,469,478,18,300;300;120;300;311;300;400;300;300;300;300;400;414;441;300;100;800;100,1984,1984-026,UNITED STATES v. JOHNS et al.,FALSE,FALSE,5,1,FALSE,1
469_490,469,490,13,100;300;300;300;300;300;311;203;120;120;120;502;311,1984,1984-027,"NATIONAL LABOR RELATIONS BOARD v. ACTION AUTOMOTIVE, INC.",FALSE,FALSE,3,1,FALSE,1
469_528,469,528,61,900;600;203;300;601;410;601;510;600;601;100;900;621;600;810;800;100;641;600;641;641;600;300;400;300;641;642;601;600;641;622;311;300;300;300;100;800;100;660;203;203;120;803;803;120;120;311;120;120;300;622;213;502;203;203;420;120;120;311;120;640,1984,1984-029,GARCIA v. SAN ANTONIO METROPOLITAN TRANSIT AUTHORITY et al.,TRUE,TRUE,1,1,FALSE,1
470_1,470,1,37,100;200;800;100;100;660;400;460;205;130;814;130;130;802;130;130;300;313;313;900;460;430;313;900;460;430;130;400;410;300;713;300;120;120;120;120;300,1984,1984-030,UNITED STATES v. YOUNG,FALSE,FALSE,1,1,FALSE,1
470_39,470,39,12,300;100;100;300;300;300;300;410;400;300;300;300,1984,1984-031,UNITED STATES v. DANN et al.,FALSE,FALSE,9,1,TRUE,1
470_51,470,51,47,311;311;300;120;120;120;311;120;120;814;101;800;101;311;311;311;400;300;311;620;300;400;450;400;203;120;120;300;100;800;100;100;800;100;800;100;800;660;300;460;400;400;120;120;300;502;311,1984,1984-032,SHEA v. LOUISIANA,FALSE,FALSE,1,1,FALSE,1
470_68,470,68,31,311;120;400;400;410;414;151;111;300;300;300;100;100;800;800;660;300;300;410;400;300;203;120;120;300;441;430;430;400;300;300,1984,1984-033,AKE v. OKLAHOMA,TRUE,TRUE,7,1,FALSE,1
470_93,470,93,9,300;300;300;100;100;300;300;300;300,1984,1984-034,UNITED STATES v. LOUISIANA et al. (ALABAMA AND MISSISSIPPI BOUNDARY CASE),FALSE,FALSE,8,1,FALSE,1
470_116,470,116,19,300;300;900;100;800;100;670;203;120;120;502;311;300;300;502;311;502;311;120,1984,1984-035,"CHEMICAL MANUFACTURERS ASSOCIATION et al. v. NATURAL RESOURCES DEFENSE COUNCIL, INC., et al.",FALSE,FALSE,1,1,FALSE,1
470_166,470,166,12,300;300;100;100;100;100;300;300;151;151;300;300,1984,1984-036,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE et al. v. HAMPTON COUNTY ELECTION COMMISSION et al.,FALSE,FALSE,9,1,TRUE,1
470_184,470,184,14,300;203;320;300;300;300;320;100;100;660;300;300;300;300,1984,1984-037,"HECKLER, SECRETARY OF HEALTH AND HUMAN SERVICES v. TURNER et al.",FALSE,FALSE,9,1,TRUE,1
470_213,470,213,23,300;650;300;400;211;110;100;800;100;100;650;660;300;430;300;300;400;300;410;400;300;450;430,1984,1984-038,DEAN WITTER REYNOLDS INC. v. BYRD,FALSE,FALSE,9,1,TRUE,1
470_226,470,226,32,900;621;311;400;301;622;620;300;130;130;502;311;301;502;313;300;621;460;900;100;100;800;100;311;301;203;120;120;120;151;203;300,1984,1984-039,"COUNTY OF ONEIDA, NEW YORK, et al. v. ONEIDA INDIAN NATION OF NEW YORK STATE et al.",FALSE,FALSE,1,1,FALSE,1
470_274,470,274,16,300;300;111;300;300;100;100;100;203;120;120;120;400;300;400;300,1984,1984-040,SUPREME COURT OF NEW HAMPSHIRE v. PIPER,FALSE,FALSE,7,1,FALSE,1
470_298,470,298,29,910;910;311;120;300;203;203;120;120;120;300;400;502;311;502;321;300;300;300;430;502;120;120;100;800;100;200;100;100,1984,1984-041,OREGON v. ELSTAD,FALSE,FALSE,3,1,FALSE,1
470_373,470,373,18,910;410;400;400;205;111;300;300;300;300;400;300;100;800;800;100;100;660,1984,1984-042,MARRESE et al. v. AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,FALSE,FALSE,7,1,FALSE,1
470_392,470,392,11,300;300;300;300;300;610;300;300;100;100;660,1984,1984-043,AIR FRANCE v. SAKS,FALSE,FALSE,8,1,FALSE,1
470_414,470,414,23,900;120;311;300;622;502;311;100;100;100;100;203;203;120;120;120;502;311;300;300;300;502;311,1984,1984-045,"HERB'S WELDING, INC., et al. v. GRAY et al.",FALSE,FALSE,1,1,FALSE,1
470_451,470,451,10,300;300;300;100;100;300;610;300;300;300,1984,1984-046,"NATIONAL RAILROAD PASSENGER CORPORATION v. ATCHISON, TOPEKA & SANTA FE RAILWAY CO. et al.",FALSE,FALSE,8,1,FALSE,1
470_480,470,480,27,641;300;311;400;410;300;301;203;120;120;120;502;120;300;300;100;100;100;800;100;810;800;100;301;510;130;300,1984,1984-047,FEDERAL ELECTION COMMISSION v. NATIONAL CONSERVATIVE POLITICAL ACTION COMMITTEE et al.,TRUE,TRUE,5,1,FALSE,1
470_532,470,532,32,311;120;311;311;680;680;300;320;400;410;130;130;100;800;100;800;100;100;660;113;113;300;400;400;300;203;120;120;410;400;300;300,1984,1984-049,CLEVELAND BOARD OF EDUCATION v. LOUDERMILL et al.,FALSE,FALSE,7,1,FALSE,1
470_564,470,564,20,311;910;311;300;300;100;800;502;100;100;660;300;400;202;111;110;300;300;300;300,1984,1984-050,"ANDERSON v. CITY OF BESSEMER CITY, NORTH CAROLINA",FALSE,FALSE,9,1,TRUE,1
470_583,470,583,11,300;621;300;300;300;100;300;300;300;300;622,1984,1984-051,"FIRST NATIONAL BANK OF ATLANTA, AS SUCCESSOR IN INTEREST TO FIRST NATIONAL BANK OF CARTERSVILLE, GEORGIA v. BARTOW COUNTY BOARD OF TAX ASSESSORS et al.",FALSE,FALSE,9,1,TRUE,1
470_598,470,598,16,300;622;502;311;300;203;120;120;300;100;100;100;660;300;300;300,1984,1984-052,WAYTE v. UNITED STATES,FALSE,FALSE,5,1,FALSE,1
470_632,470,632,15,300;300;300;502;311;300;610;300;120;120;120;100;800;100;100,1984,1984-053,"BENNETT, SECRETARY OF EDUCATION v. NEW JERSEY",FALSE,FALSE,4,1,FALSE,1
470_656,470,656,15,300;300;400;320;400;300;320;610;300;320;300;100;800;100;100,1984,1984-054,"BENNETT, SECRETARY OF EDUCATION v. KENTUCKY DEPARTMENT OF EDUCATION",FALSE,FALSE,8,1,FALSE,1
470_675,470,675,39,101;101;160;300;400;300;300;300;100;800;100;100;100;100;100;100;100;622;420;203;120;120;301;400;203;111;111;112;112;110;110;300;301;400;120;120;120;120;300,1984,1984-055,UNITED STATES v. SHARPE et al.,FALSE,FALSE,5,1,FALSE,1
470_729,470,729,11,300;100;100;300;300;300;300;300;203;120;300,1984,1984-056,"FLORIDA POWER & LIGHT CO. v. LORION, DBA CENTER FOR NUCLEAR RESPONSIBILITY, et al.",FALSE,FALSE,7,1,FALSE,1
470_753,470,753,38,311;311;120;120;300;202;110;100;800;200;100;800;100;800;100;100;100;400;202;300;300;151;222;321;410;400;300;151;502;110;710;300;400;202;410;400;300;430,1984,1984-057,"WINSTON, SHERIFF, et al. v. LEE",FALSE,FALSE,9,1,TRUE,1
470_768,470,768,15,311;100;100;100;100;660;203;120;300;300;300;311;300;311;325,1984,1984-058,LINDAHL v. OFFICE OF PERSONNEL MANAGEMENT,FALSE,FALSE,1,1,FALSE,1
470_811,470,811,14,300;111;802;111;100;100;100;660;310;151;610;300;300;300,1984,1984-059,HAYES v. FLORIDA,FALSE,FALSE,8,1,FALSE,1
470_821,470,821,19,300;400;110;300;203;110;300;812;111;111;300;300;100;100;100;650;660;300;300,1984,1984-060,"HECKLER, SECRETARY OF HEALTH AND HUMAN SERVICES v. CHANEY et al.",FALSE,FALSE,9,1,TRUE,1
470_856,470,856,14,100;100;100;800;100;300;300;400;151;300;610;300;111;300,1984,1984-061,BALL v. UNITED STATES,FALSE,FALSE,8,1,FALSE,1
470_869,470,869,36,900;621;502;300;622;900;403;400;410;450;325;311;900;300;502;311;400;441;400;300;100;100;800;100;800;460;100;100;311;300;203;203;120;803;120;120,1984,1984-062,METROPOLITAN LIFE INSURANCE CO. et al. v. WARD et al.,FALSE,FALSE,1,1,FALSE,1
470_903,470,903,2,101;300,1984,1984-063,BOARD OF EDUCATION OF OKLAHOMA CITY v. NATIONAL GAY TASK FORCE,FALSE,FALSE,0,1,FALSE,1
470_904,470,904,3,101;660;300,1984,1984-064,FUGATE v. NEW MEXICO,FALSE,FALSE,0,1,FALSE,1
471_1,471,1,28,900;621;202;900;213;311;400;450;400;410;300;100;800;100;100;100;300;300;400;300;311;300;203;120;120;120;120;120,1984,1984-065,TENNESSEE v. GARNER et al.,TRUE,TRUE,3,1,FALSE,1
471_34,471,34,21,300;320;400;300;400;300;430;300;300;430;100;100;100;800;100;660;300;430;300;300;430,1984,1984-066,TOWN OF HALLIE et al. v. CITY OF EAU CLAIRE,FALSE,FALSE,9,1,TRUE,1
471_48,471,48,14,300;300;502;311;300;300;100;100;100;300;203;120;120;300,1984,1984-067,"SOUTHERN MOTOR CARRIERS RATE CONFERENCE, INC., et al. v. UNITED STATES",FALSE,FALSE,5,1,FALSE,1
471_81,471,81,2,101;300,1984,1984-068,"KENNETH CORY, LEO T. MCCARTHY AND JESSE R. HUFF v. WESTERN OIL AND GAS ASSOCIATION et al.",FALSE,FALSE,0,1,FALSE,1
471_82,471,82,9,510;460;650;101;660;460;300;900;460,1984,1984-069,"ROGER L. SPENCER, ET UX. v. SOUTH CAROLINA TAX COMMISSION et al.",FALSE,FALSE,0,1,FALSE,1
471_83,471,83,4,101;300;642;460,1984,1984-070,"BOARD OF TRUSTEES OF THE VILLAGE OF SCARSDALE, et al. v. KATHLEEN S. MCCREARY et al.",FALSE,FALSE,0,1,FALSE,1
471_84,471,84,37,300;311;502;300;100;100;800;100;100;410;400;300;622;502;203;120;120;400;205;110;410;400;110;300;203;203;120;120;120;502;502;221;330;205;110;300;202,1984,1984-071,UNITED STATES et al. v. LOCKE et al.,FALSE,FALSE,3,1,FALSE,1
471_130,471,130,10,300;300;300;100;100;300;610;300;300;300,1984,1984-072,UNITED STATES v. MILLER,FALSE,FALSE,8,1,FALSE,1
471_146,471,146,2,101;660,1984,1984-073,OKLAHOMA v. TIMOTHY R. CASTLEBERRY AND NICHOLAS RAINERI,FALSE,FALSE,0,1,FALSE,1
471_147,471,147,2,101;660,1984,1984-074,PATRICK RAMIREZ v. INDIANA,FALSE,FALSE,0,1,FALSE,1
471_153,471,153,2,102;813,1984,1984-076,STATE OF OHIO v. COMMONWEALTH OF KENTUCKY ON BILL OF COMPLAINT,FALSE,FALSE,9,1,TRUE,1
471_159,471,159,21,100;800;800;100;100;622;502;310;300;203;111;111;410;400;400;410;300;300;300;300;300,1984,1984-078,CENTRAL INTELLIGENCE AGENCY et al. v. SIMS et al.,FALSE,FALSE,9,1,TRUE,1
471_195,471,195,9,100;300;300;300;300;610;300;300;300,1984,1984-079,KERR-MCGEE CORP. v. NAVAJO TRIBE OF INDIANS et al.,FALSE,FALSE,8,1,FALSE,1
471_202,471,202,11,300;300;300;300;100;100;650;660;300;300;300,1984,1984-080,ALLIS-CHALMERS CORP. v. LUECK,FALSE,FALSE,8,1,FALSE,1
471_222,471,222,14,300;410;400;450;300;300;300;300;610;100;800;100;300;300,1984,1984-081,HUNTER et al. v. UNDERWOOD et al.,FALSE,FALSE,8,1,FALSE,1
471_234,471,234,18,300;400;204;130;130;300;610;610;313;300;300;100;100;100;800;100;660;300,1984,1984-082,"WEBB v. COUNTY BOARD OF EDUCATION OF DYER COUNTY, TENNESSEE, et al.",FALSE,FALSE,4,1,FALSE,1
471_261,471,261,17,300;300;300;300;300;400;640;610;300;100;100;660;660;203;120;120;120,1984,1984-083,WILSON et al. v. GARCIA,FALSE,FALSE,6,1,FALSE,1
471_288,471,288,10,300;300;300;300;300;610;300;101;101;300,1984,1984-084,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT et al. v. KNOLL,FALSE,FALSE,8,1,FALSE,1
471_290,471,290,13,300;300;120;100;300;311;420;300;300;300;300;311;300,1984,1984-085,TONY AND SUSAN ALAMO FOUNDATION et al. v. SECRETARY OF LABOR,FALSE,FALSE,9,1,TRUE,1
471_307,471,307,21,622;311;200;100;100;100;660;300;300;300;203;120;203;203;120;120;120;120;300;502;311,1984,1984-086,"FRANCIS, WARDEN v. FRANKLIN",FALSE,FALSE,1,1,FALSE,1
471_343,471,343,10,300;300;300;100;100;300;610;300;300;300,1984,1984-087,COMMODITY FUTURES TRADING COMMISSION v. WEINTRAUB et al.,FALSE,FALSE,8,1,FALSE,1
471_359,471,359,16,300;320;410;400;450;300;300;300;300;300;100;800;100;800;300;300,1984,1984-088,"SCHOOL COMMITTEE OF THE TOWN OF BURLINGTON, MASSACHUSETTS, et al. v. DEPARTMENT OF EDUCATION OF MASSACHUSETTS et al.",FALSE,FALSE,9,1,TRUE,1
471_375,471,375,12,300;300;300;300;100;100;800;660;300;300;300;300,1984,1984-089,UNITED STATES v. MAINE et al. (RHODE ISLAND AND NEW YORK BOUNDARY CASE),FALSE,FALSE,9,1,TRUE,1
471_386,471,386,32,100;800;650;200;200;100;800;100;650;200;230;650;660;800;400;202;502;311;300;311;400;211;300;400;300;400;300;300;203;120;120;300,1984,1984-091,CALIFORNIA v. CARNEY,FALSE,FALSE,3,1,FALSE,1
471_409,471,409,11,120;100;110;300;310;300;610;311;300;300;300,1984,1984-092,TENNESSEE v. STREET,FALSE,FALSE,8,1,FALSE,1
471_419,471,419,16,300;200;100;100;100;650;212;120;120;300;502;300;610;300;300;300,1984,1984-093,LIPAROTA v. UNITED STATES,FALSE,FALSE,4,1,FALSE,1
471_444,471,444,10,300;300;100;100;300;300;610;300;300;300,1984,1984-094,IMMIGRATION AND NATURALIZATION SERVICE v. RIOS-PINEDA et al.,FALSE,FALSE,8,1,FALSE,1
471_462,471,462,14,300;100;100;100;660;502;311;300;300;610;300;212;120;300,1984,1984-097,BURGER KING CORP. v. RUDZEWICZ,FALSE,FALSE,4,1,FALSE,1
471_491,471,491,22,300;400;622;311;300;202;120;120;120;501;301;310;610;100;100;800;100;501;110;110;110;300,1984,1984-098,"PONTE, SUPERINTENDENT, MASSACHUSETTS CORRECTIONAL INSTITUTION v. REAL",FALSE,FALSE,4,1,FALSE,1
471_524,471,524,10,300;300;300;300;300;300;300;100;100;300,1984,1984-099,"CONNECTICUT DEPARTMENT OF INCOME MAINTENANCE v. HECKLER, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",FALSE,FALSE,9,1,TRUE,1
471_539,471,539,33,430;320;710;203;203;120;120;311;502;311;400;300;441;300;400;300;400;300;502;300;900;300;810;800;800;100;800;800;800;100;100;100;100,1984,1984-100,"HARPER & ROW, PUBLISHERS, INC., et al. v. NATION ENTERPRISES et al.",TRUE,FALSE,3,1,FALSE,1
471_606,471,606,13,300;310;300;110;110;110;300;610;300;300;100;100;100,1984,1984-101,"BLACK, DIRECTOR, MISSOURI DEPARTMENT OF CORRECTIONS AND HUMAN RESOURCES, et al. v. ROMANO",FALSE,FALSE,8,1,FALSE,1
471_626,471,626,29,430;621;313;211;320;400;205;130;130;130;100;100;660;502;313;300;610;320;430;400;313;300;400;502;204;130;130;130;130,1984,1984-102,ZAUDERER v. OFFICE OF DISCIPLINARY COUNSEL OF THE SUPREME COURT OF OHIO,FALSE,FALSE,2,1,FALSE,1
471_681,471,681,18,300;300;300;300;300;100;100;100;660;670;300;400;510;403;120;120;120;300,1984,1984-104,LANDRETH TIMBER CO. v. LANDRETH et al.,FALSE,FALSE,7,1,FALSE,1
471_701,471,701,9,300;300;300;300;300;100;100;300;300,1984,1984-105,GOULD v. RUEFENACHT ET AL,FALSE,FALSE,7,1,FALSE,1
471_707,471,707,10,300;300;300;100;100;300;300;300;300;300,1984,1984-106,"HILLSBOROUGH COUNTY, FLORIDA, et al. v. AUTOMATED MEDICAL LABORATORIES, INC.",FALSE,FALSE,9,1,TRUE,1
471_724,471,724,10,300;300;300;300;100;100;660;300;300;300,1984,1984-107,METROPOLITAN LIFE INSURANCE CO. v. MASSACHUSETTS,FALSE,FALSE,8,1,FALSE,1
471_759,471,759,13,300;300;203;120;120;300;300;100;100;311;502;311;300,1984,1984-108,MONTANA et al. v. BLACKFEET TRIBE OF INDIANS,FALSE,FALSE,3,1,FALSE,1
471_773,471,773,40,300;300;622;502;311;300;211;502;311;900;300;400;441;610;800;100;800;800;800;100;810;800;800;100;800;100;660;203;203;803;803;120;120;400;450;400;110;300;202;110,1984,1984-109,GARRETT v. UNITED STATES,FALSE,FALSE,2,1,FALSE,1
471_808,471,808,31,300;410;400;324;111;111;111;802;320;111;300;310;502;400;430;310;400;610;100;800;800;100;100;100;230;660;203;120;120;120;300,1984,1984-110,"CITY OF OKLAHOMA CITY v. TUTTLE, INDIVIDUALLY, AND AS ADMINISTRATRIX OF THE ESTATE OF TUTTLE",FALSE,FALSE,6,1,FALSE,1
471_845,471,845,13,300;622;300;300;300;622;300;300;300;100;100;660;300,1984,1984-111,NATIONAL FARMERS UNION INSURANCE COS. et al. v. CROW TRIBE OF INDIANS et al.,FALSE,FALSE,9,1,TRUE,1
471_858,471,858,10,300;300;300;300;300;300;300;100;100;300,1984,1984-112,RUSSELL v. UNITED STATES,FALSE,FALSE,9,1,TRUE,1
472_1,472,1,11,100;100;650;300;300;300;300;610;300;300;610,1984,1984-113,"SCHREIBER v. BURLINGTON NORTHERN, INC., et al.",FALSE,FALSE,7,1,FALSE,1
472_14,472,14,25,900;300;110;120;100;100;660;660;300;311;420;203;203;120;120;120;660;311;610;311;311;300;622;502;311,1984,1984-114,WILLIAMS et al. v. VERMONT et al.,FALSE,FALSE,2,1,FALSE,1
472_38,472,38,44,910;203;120;120;120;810;650;200;620;300;430;120;300;430;300;430;400;110;202;460;300;202;110;110;203;120;120;120;120;120;120;640;100;100;800;800;100;111;111;111;670;670;670;670,1984,1984-115,"WALLACE, GOVERNOR OF ALABAMA, et al. v. JAFFREE et al.",TRUE,TRUE,3,1,FALSE,1
472_115,472,115,20,300;203;120;120;300;120;120;300;410;400;300;450;400;300;100;100;100;100;100;300,1984,1984-116,"ATKINS, COMMISSIONER OF THE MASSACHUSETTS DEPARTMENT OF PUBLIC WELFARE v. PARKER et al.",FALSE,FALSE,5,1,FALSE,1
472_159,472,159,17,300;300;300;300;300;610;610;100;100;100;660;300;300;202;202;110;110,1984,1984-117,"NORTHEAST BANCORP, INC., et al. v. BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM et al.",TRUE,FALSE,8,1,FALSE,1
472_181,472,181,22,324;502;310;300;203;111;111;111;300;430;502;300;610;502;310;100;800;100;800;100;100;300,1984,1984-118,LOWE et al. v. SECURITIES AND EXCHANGE COMMISSION,FALSE,FALSE,8,1,FALSE,1
472_237,472,237,16,900;300;203;203;120;120;300;502;311;311;610;300;100;100;100;300,1984,1984-119,MOUNTAIN STATES TELEPHONE & TELEGRAPH CO. v. PUEBLO OF SANTA ANA,FALSE,FALSE,2,1,FALSE,1
472_284,472,284,12,300;100;800;100;300;610;300;610;300;300;400;300,1984,1984-120,"NORTHWEST WHOLESALE STATIONERS, INC. v. PACIFIC STATIONERY & PRINTING CO.",FALSE,FALSE,7,1,FALSE,1
472_299,472,299,25,302;222;650;620;100;800;800;100;800;100;100;650;400;321;450;300;610;300;300;400;410;400;300;300;300,1984,1984-121,"BATEMAN EICHLER, HILL RICHARDS, INC. v. BERNER et al.",FALSE,FALSE,8,1,FALSE,1
472_320,472,320,27,311;311;622;300;502;311;120;120;100;100;100;100;100;660;300;610;203;120;120;120;300;910;460;320;202;110;113,1984,1984-122,CALDWELL v. MISSISSIPPI,FALSE,FALSE,2,1,FALSE,1
472_353,472,353,23,300;300;300;100;800;100;100;660;300;301;410;400;450;300;430;410;400;300;300;410;400;300;222,1984,1984-123,JOHNSON et al. v. MAYOR AND CITY COUNCIL OF BALTIMORE et al.,FALSE,FALSE,9,1,TRUE,1
472_372,472,372,21,400;400;502;111;622;502;120;300;502;311;100;800;800;100;300;300;203;120;120;120;300,1984,1984-124,BALDWIN v. ALABAMA,FALSE,FALSE,3,1,FALSE,1
472_400,472,400,23,300;300;900;400;300;900;300;900;300;900;300;610;610;300;300;101;810;101;100;100;660;300;300,1984,1984-125,"WESTERN AIR LINES, INC. v. CRISWELL et al.",FALSE,FALSE,8,1,FALSE,1
472_424,472,424,19,622;900;460;300;110;300;300;300;400;610;300;460;320;120;120;100;800;100;660,1984,1984-126,"RICHARDSON-MERRELL INC. v. KOLLER, AN INFANT, BY AND THROUGH KOLLER ET UX., HER NATURAL GUARDIANS, et al.",FALSE,FALSE,7,1,FALSE,1
472_445,472,445,16,300;313;300;313;301;302;300;300;300;205;130;130;130;100;100;100,1984,1984-127,"SUPERINTENDENT, MASSACHUSETTS CORRECTIONAL INSTITUTION AT WALPOLE v. HILL et al.",FALSE,FALSE,3,1,FALSE,1
472_463,472,463,13,300;203;203;120;120;300;311;300;300;300;300;100;100,1984,1984-128,MARYLAND v. MACON,FALSE,FALSE,5,1,FALSE,1
472_478,472,478,18,100;100;460;661;642;101;622;311;300;311;900;610;601;300;300;203;120;203,1984,1984-129,"JENSEN, DIRECTOR, DEPARTMENT OF MOTOR VEHICLES OF NEBRASKA, et al. v. QUARING",FALSE,FALSE,0,1,FALSE,1
472_479,472,479,11,100;202;110;110;300;310;310;610;300;300;300,1984,1984-130,MCDONALD v. SMITH,FALSE,FALSE,8,1,FALSE,1
472_491,472,491,18,310;650;120;100;100;100;300;610;301;310;301;300;320;202;113;113;110;110,1984,1984-131,"BROCKETT v. SPOKANE ARCADES, INC., et al.",FALSE,FALSE,4,1,FALSE,1
472_511,472,511,27,310;202;110;301;205;130;130;802;130;100;100;100;800;100;660;502;313;300;610;610;202;111;111;802;111;112;112,1984,1984-132,MITCHELL v. FORSYTH,FALSE,FALSE,1,1,FALSE,1
472_559,472,559,16,313;300;300;100;100;100;660;300;410;400;300;313;203;130;130;300,1984,1984-134,"CENTRAL STATES, SOUTHEAST & SOUTHWEST AREAS PENSION FUND et al. v. CENTRAL TRANSPORT, INC., et al.",FALSE,FALSE,9,1,TRUE,1
472_585,472,585,11,300;300;610;300;300;300;300;100;100;100;300,1984,1984-135,ASPEN SKIING CO. v. ASPEN HIGHLANDS SKIING CORP.,FALSE,FALSE,8,1,FALSE,1
472_612,472,612,15,100;100;110;300;502;300;300;610;311;203;120;120;120;502;311,1984,1984-136,HOOPER et al. v. BERNALILLO COUNTY ASSESSOR,FALSE,FALSE,2,1,FALSE,1
472_634,472,634,25,100;810;100;100;670;400;502;450;300;300;300;670;610;610;610;670;300;300;670;300;670;300;670;640;640,1984,1984-137,In re SNYDER,FALSE,FALSE,8,1,FALSE,1
472_648,472,648,14,300;622;502;311;300;203;120;120;100;650;100;300;300;300,1984,1984-138,"CORNELIUS, ACTING DIRECTOR, OFFICE OF PERSONNEL MANAGEMENT v. NUTT et al.",FALSE,FALSE,4,1,FALSE,1
472_675,472,675,35,621;300;300;900;622;502;311;430;300;430;502;311;300;300;300;320;400;300;300;300;120;910;910;203;203;120;120;120;620;101;101;100;800;100;100,1984,1984-139,UNITED STATES v. ALBERTINI,FALSE,FALSE,3,1,FALSE,1
